Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Mileage_final,Engine_cc,Power_bhp,New_Price_thousand,State,KRW,KRW_state_year,Age,Owner_Rank,log_Price,data_split
Honda CR-V 2.4 AT,Delhi,7358.21,2010,94000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,10.1,2354.0,152.0,,Delhi,4834.66,4834.66,10,2,8.90357197562168,labeled_for_modeling
Maruti Swift VXI,Coimbatore,7005.63,2013,61110,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,18.6,1197.0,85.8,,Tamil Nadu,1754.4,1754.4,7,1,8.854469390487301,labeled_for_modeling
Hyundai Xcent 1.1 CRDi S,Chennai,5365.36,2016,80000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,24.4,1120.0,71.0,,Tamil Nadu,2348.93,2348.93,4,1,8.587718754397931,labeled_for_modeling
Nissan Terrano XV Premium 110 PS,Kochi,11665.83,2015,43190,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,19.01,1461.0,108.5,,Kerala,2222.0,2222.0,5,1,9.364419334946135,labeled_for_modeling
Audi A4 35 TDI Technology,Hyderabad,38324.0,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,18.25,1968.0,187.74,5561.0,Telangana,2112.6,2112.6,5,1,10.553831610770764,labeled_for_modeling
Hyundai Grand i10 Asta Option,Coimbatore,9013.8,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Tamil Nadu,2348.93,2348.93,4,1,9.106512015296433,labeled_for_modeling
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,20694.96,2015,84415,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,12.99,2494.0,100.6,,Telangana,2112.6,2112.6,5,1,9.937645471346947,labeled_for_modeling
Hyundai i20 1.2 Magna,Kolkata,7051.62,2015,35000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,,18.5,1197.0,80.0,,West Bengal,1139.88,1139.88,5,1,8.861012656643315,labeled_for_modeling
Ford EcoSport 1.5 TDCi Titanium,Kolkata,7511.5,2013,44000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,22.77,1498.0,98.59,,West Bengal,988.98,988.98,7,1,8.924190458502478,labeled_for_modeling
Honda City 1.5 S MT,Hyderabad,8048.04,2012,67635,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,17.0,1497.0,118.0,,Telangana,1515.1,1515.1,8,1,8.993183862506095,labeled_for_modeling
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,19024.03,2018,18385,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,14.1 Lakh,14.8,1497.0,121.36,1410.0,Tamil Nadu,2915.6,2915.6,2,1,9.853458195884745,labeled_for_modeling
Volkswagen Polo Diesel Highline 1.2L,Kolkata,5825.25,2014,35000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,22.07,1199.0,73.9,,West Bengal,1033.14,1033.14,6,1,8.669957195967866,labeled_for_modeling
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,13719.99,2010,49000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,19.27,2143.0,170.0,,Maharashtra,2736.81,2736.81,10,1,9.526609172416636,labeled_for_modeling
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,11037.31,2013,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,22.7,1498.0,89.84,,Telangana,1682.43,1682.43,7,1,9.309036630721018,labeled_for_modeling
Tata Indigo GLE,Hyderabad,6898.32,2017,23228,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5.0,,14.4,1396.0,65.0,,Telangana,2690.37,2690.37,3,1,8.839033182678838,labeled_for_modeling
Maruti Swift Dzire LDI,Delhi,6361.78,2014,68462,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,26.59,1248.0,74.0,,Delhi,3708.14,3708.14,6,1,8.758063491390523,labeled_for_modeling
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,12171.7,2016,74611,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5.0,13.26 Lakh,25.1,1248.0,88.5,1326.0,Tamil Nadu,2348.93,2348.93,4,1,9.406868863982925,labeled_for_modeling
Renault Duster 110PS Diesel RxZ Pack,Pune,11113.96,2014,90000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,19.01,1461.0,108.45,,Maharashtra,1992.54,1992.54,6,1,9.315957254769147,labeled_for_modeling
Maruti Wagon R VXI,Delhi,5671.95,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,Delhi,4433.37,4433.37,4,1,8.643288252940387,labeled_for_modeling
Hyundai Santro Xing GL,Hyderabad,3755.75,2010,58163,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5.0,,18.2,1086.0,62.0,,Telangana,3386.01,3386.01,10,1,8.231043277942533,labeled_for_modeling
Chevrolet Beat Diesel LT,Chennai,2299.44,2011,109500,Diesel,Manual,Third,25.44 kmpl,936 CC,57.6 bhp,5.0,,25.44,936.0,57.6,,Tamil Nadu,1396.68,1396.68,9,3,7.740420894010728,labeled_for_modeling
Mahindra XUV500 W4 1.99 mHawk,Delhi,18395.52,2017,13363,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7.0,,16.0,1997.0,140.0,,Delhi,4774.84,4774.84,3,1,9.819862435690563,labeled_for_modeling
Hyundai i10 Era 1.1,Delhi,3372.51,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,19.81,1086.0,68.05,,Delhi,3083.52,3083.52,8,2,8.123412553236893,labeled_for_modeling
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,5518.66,2007,103000,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7.0,,13.93,2179.0,138.0,,Telangana,3386.01,3386.01,13,1,8.615890356178522,labeled_for_modeling
Hyundai i10 Sportz,Kolkata,2943.28,2009,43002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,West Bengal,1576.62,1576.62,11,1,7.987279884720426,labeled_for_modeling
Toyota Innova Crysta 2.8 ZX AT,Bangalore,31425.68,2016,108000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,28.05 Lakh,11.36,2755.0,171.5,2805.0,Karnataka,2548.47,2548.47,4,1,10.355380672046925,labeled_for_modeling
Skoda Laura Elegance MT,Jaipur,6515.08,2010,82407,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,17.5,1896.0,106.0,,Rajasthan,1723.88,1723.88,10,1,8.781874768838888,labeled_for_modeling
Hyundai Grand i10 Sportz,Kolkata,4905.47,2013,29000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,West Bengal,988.98,988.98,7,1,8.498106188000197,labeled_for_modeling
Toyota Etios Liva GD,Pune,3985.7,2012,225000,Diesel,Manual,Second,23.59 kmpl,1364 CC,null bhp,5.0,,23.59,1364.0,94.0,,Maharashtra,1681.38,1681.38,8,2,8.290468234518329,labeled_for_modeling
Maruti Swift Dzire VDI,Kolkata,5901.9,2014,45000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,23.4,1248.0,74.0,,West Bengal,1033.14,1033.14,6,1,8.68302961195033,labeled_for_modeling
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,5334.7,2010,93401,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,23.0,1396.0,90.0,,Kerala,2916.48,2916.48,10,1,8.581987929727385,labeled_for_modeling
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,6974.97,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,25.83,1498.0,99.0,,Telangana,2690.37,2690.37,3,2,8.850083305605049,labeled_for_modeling
Maruti Ertiga VDI,Pune,10730.72,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,25.47,1248.0,88.5,1127.0,Maharashtra,2455.89,2455.89,4,1,9.280865934957877,labeled_for_modeling
Maruti Ertiga ZDI,Ahmedabad,8814.52,2013,67443,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,20.77,1248.0,88.8,,Gujarat,1697.08,1697.08,7,1,9.084155640711822,labeled_for_modeling
Honda City 1.5 V AT Sunroof,Kochi,13382.74,2016,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,16.8,1497.0,116.3,,Kerala,2493.69,2493.69,4,1,9.501721095975585,labeled_for_modeling
Maruti Alto LXi BSIII,Hyderabad,2606.03,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,19.7,796.0,46.3,,Telangana,3386.01,3386.01,11,1,7.865583269514155,labeled_for_modeling
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,45222.32,2016,68000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7.0,,10.91,3198.0,197.0,,Telangana,2390.93,2390.93,4,1,10.719346049248337,labeled_for_modeling
Maruti Vitara Brezza ZDi Plus,Kochi,16080.75,2019,34688,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.2 Lakh,24.3,1248.0,88.5,1120.0,Kerala,3133.18,3133.18,1,1,9.685378183436308,labeled_for_modeling
Porsche Boxster S tiptronic,Kolkata,98109.44,2015,10512,Petrol,Automatic,First,8.6 kmpl,2706 CC,265 bhp,2.0,,8.6,2706.0,265.0,,West Bengal,1139.88,1139.88,5,1,11.493838869262236,labeled_for_modeling
Maruti Swift ZDi,Pune,11573.85,2016,58000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,22.9,1248.0,74.0,,Maharashtra,2455.89,2455.89,4,1,9.356503521966857,labeled_for_modeling
Tata Zest Revotron 1.2 XT,Mumbai,6055.19,2014,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,8.56 Lakh,17.57,1193.0,88.7,856.0,Maharashtra,1992.54,1992.54,6,1,8.70867103452048,labeled_for_modeling
Hyundai i20 1.2 Sportz Option,Bangalore,4982.12,2010,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5.0,,17.0,1197.0,80.0,,Karnataka,3325.24,3325.24,10,4,8.513610782244209,labeled_for_modeling
Skoda Fabia 1.4 TDI Active,Mumbai,4215.64,2009,86000,Diesel,Manual,First,19.4 kmpl,1422 CC,70 bhp,5.0,,19.4,1422.0,70.0,,Maharashtra,2736.81,2736.81,11,1,8.346556697581043,labeled_for_modeling
Toyota Corolla Altis D-4D J,Kolkata,11267.26,2015,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,21.43,1364.0,87.2,,West Bengal,1139.88,1139.88,5,1,9.329656454138261,labeled_for_modeling
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,7204.91,2017,55000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,17.0,1198.0,73.75,,Gujarat,2654.42,2654.42,3,1,8.882518017030137,labeled_for_modeling
Hyundai Creta 1.6 VTVT S,Kochi,13444.06,2016,36855,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,15.29,1591.0,121.3,,Kerala,2493.69,2493.69,4,2,9.50629265179249,labeled_for_modeling
Hyundai i10 Magna 1.2,Kochi,5242.72,2013,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Kerala,1850.82,1850.82,7,1,8.564595726607074,labeled_for_modeling
Chevrolet Beat LS,Kolkata,3832.4,2015,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,,18.6,1199.0,76.8,,West Bengal,1139.88,1139.88,5,1,8.251246517776718,labeled_for_modeling
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,30659.2,2012,29000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,14.74,2993.0,270.9,,West Bengal,872.92,872.92,8,1,10.330688059456554,labeled_for_modeling
Nissan Terrano XL,Mumbai,8048.04,2014,40000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5.0,,13.24,1598.0,102.5,,Maharashtra,1992.54,1992.54,6,1,8.993183862506095,labeled_for_modeling
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,22227.92,2013,60000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,,15.73,1968.0,174.33,,Delhi,3418.5,3418.5,7,2,10.009104435329093,labeled_for_modeling
Hyundai i10 Asta AT,Mumbai,5288.71,2011,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,16.95,1197.0,78.9,,Maharashtra,1493.96,1493.96,9,1,8.573329638781852,labeled_for_modeling
Maruti Alto K10 VXI AGS,Pune,5058.77,2015,73204,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,24.07,998.0,67.1,,Maharashtra,2202.22,2202.22,5,1,8.528878649728096,labeled_for_modeling
Audi Q7 4.2 TDI Quattro Technology,Bangalore,78180.96,2014,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,11.33,4134.0,335.2,,Karnataka,1950.36,1950.36,6,1,11.26678141862689,labeled_for_modeling
Maruti Vitara Brezza VDi,Kolkata,9964.24,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.46 Lakh,24.3,1248.0,88.5,946.0000000000001,West Bengal,1371.02,1371.02,3,1,9.206757962804154,labeled_for_modeling
Hyundai EON D Lite Plus,Hyderabad,5595.3,2013,17729,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,21.1,814.0,55.2,,Telangana,1682.43,1682.43,7,1,8.629682238611512,labeled_for_modeling
Mahindra XUV300 W8 Diesel,Chennai,11113.96,2012,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5.0,12.79 Lakh,20.0,1497.0,115.0,1279.0,Tamil Nadu,1580.1,1580.1,8,1,9.315957254769147,labeled_for_modeling
Hyundai Verna CRDi 1.6 SX Option,Kochi,9213.09,2014,89614,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.57 Lakh,22.0,1582.0,126.2,1557.0,Kerala,2033.06,2033.06,6,1,9.128380577866167,labeled_for_modeling
Maruti Wagon R VXI,Kolkata,4292.29,2015,14000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,West Bengal,1139.88,1139.88,5,1,8.364575669035572,labeled_for_modeling
Hyundai i20 Sportz Option,Chennai,6131.84,2012,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,,17.0,1197.0,80.0,,Tamil Nadu,1580.1,1580.1,8,1,8.721250147022454,labeled_for_modeling
Honda City i VTEC V,Delhi,9121.11,2014,62505,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,17.4,1497.0,117.3,,Delhi,3708.14,3708.14,6,1,9.118346786188567,labeled_for_modeling
Toyota Innova 2.5 V Diesel 7-seater,Chennai,14103.23,2011,248000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,2494.0,102.0,,Tamil Nadu,1396.68,1396.68,9,2,9.554159128146082,labeled_for_modeling
Hyundai Verna CRDi SX,Pune,8201.34,2012,94900,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,16.8,1493.0,110.0,,Maharashtra,1681.38,1681.38,8,1,9.012052834535774,labeled_for_modeling
Tata Hexa XT,Delhi,18395.52,2017,55000,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7.0,19.86 Lakh,17.6,2179.0,153.86,1986.0,Delhi,4774.84,4774.84,3,1,9.819862435690563,labeled_for_modeling
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,59693.46,2015,53735,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.07,2967.0,241.4,,Tamil Nadu,2130.42,2130.42,5,2,10.996977745641209,labeled_for_modeling
Maruti Wagon R VXI,Coimbatore,4123.66,2008,53934,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,Tamil Nadu,3144.42,3144.42,12,2,8.324496397509234,labeled_for_modeling
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,42156.4,2013,58500,Diesel,Automatic,Second,17.09 kmpl,1995 CC,218 bhp,5.0,,17.09,1995.0,218.0,,Karnataka,1782.44,1782.44,7,2,10.649141790575088,labeled_for_modeling
Honda Amaze EX i-Vtech,Kolkata,4215.64,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,18.0,1198.0,86.7,,West Bengal,1033.14,1033.14,6,1,8.346556697581043,labeled_for_modeling
Maruti Alto 800 2016-2019 LXI,Mumbai,4292.29,2016,24000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,24.7,796.0,47.3,,Maharashtra,2455.89,2455.89,4,1,8.364575669035572,labeled_for_modeling
Hyundai Verna 1.6 SX VTVT,Mumbai,9887.59,2016,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,17.01,1591.0,121.3,,Maharashtra,2455.89,2455.89,4,1,9.199035714436505,labeled_for_modeling
Tata Tiago 1.2 Revotron XZ,Coimbatore,9013.8,2018,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.59 Lakh,23.84,1199.0,84.0,659.0,Tamil Nadu,2915.6,2915.6,2,1,9.106512015296433,labeled_for_modeling
Maruti Swift LXI,Pune,7128.26,2013,32953,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,18.6,1197.0,85.8,,Maharashtra,1878.92,1878.92,7,1,8.871822444355226,labeled_for_modeling
Hyundai EON Era,Jaipur,3832.4,2014,18000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,21.1,814.0,55.2,,Rajasthan,1146.44,1146.44,6,1,8.251246517776718,labeled_for_modeling
Mercedes-Benz E-Class E 220 d,Kochi,78717.5,2018,20446,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5.0,86.97 Lakh,12.6,1950.0,191.34,8697.0,Kerala,3081.56,3081.56,2,1,11.273620773091753,labeled_for_modeling
Hyundai i20 Magna 1.4 CRDi,Hyderabad,10500.78,2016,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,22.54,1396.0,88.73,,Telangana,2390.93,2390.93,4,1,9.259204819100853,labeled_for_modeling
Toyota Etios VD,Chennai,8048.04,2012,48000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,,23.59,1364.0,67.05,,Tamil Nadu,1580.1,1580.1,8,1,8.993183862506095,labeled_for_modeling
Toyota Corolla Altis Diesel D4DG,Coimbatore,14149.22,2014,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,21.43,1364.0,87.2,,Tamil Nadu,1942.41,1942.41,6,1,9.557414777877106,labeled_for_modeling
Mini Cooper 5 DOOR D,Ahmedabad,33725.12,2014,34000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,42.12 Lakh,20.7,1496.0,113.98,4212.0,Gujarat,1905.26,1905.26,6,1,10.42599823926088,labeled_for_modeling
Volkswagen Polo 1.5 TDI Highline,Hyderabad,7956.06,2014,69000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,20.14,1498.0,88.8,,Telangana,1861.56,1861.56,6,1,8.981689181423556,labeled_for_modeling
Skoda Superb Elegance 1.8 TSI AT,Pune,6668.38,2009,108000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.7,1798.0,157.75,,Maharashtra,2736.81,2736.81,11,1,8.805132230849175,labeled_for_modeling
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,37557.52,2013,34700,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,5.0,,10.0,2148.0,170.0,,Telangana,1682.43,1682.43,7,1,10.533628903453245,labeled_for_modeling
Maruti Swift VDi BSIII W/ ABS,Pune,8814.52,2015,79000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,,17.8,1248.0,75.0,,Maharashtra,2202.22,2202.22,5,1,9.084155640711822,labeled_for_modeling
Honda City i VTEC CVT VX,Kochi,14087.9,2016,58197,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,18.0,1497.0,117.3,,Kerala,2493.69,2493.69,4,1,9.553071551911213,labeled_for_modeling
BMW 7 Series 2007-2012 740Li,Pune,16479.32,2008,66000,Petrol,Automatic,Second,8.45 kmpl,2979 CC,321 bhp,5.0,,8.45,2979.0,321.0,,Maharashtra,2736.81,2736.81,12,2,9.709861540476235,labeled_for_modeling
Hyundai i10 Magna AT,Bangalore,4583.55,2009,60000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,19.2,1197.0,80.0,,Karnataka,3325.24,3325.24,11,1,8.43022908603656,labeled_for_modeling
Maruti Swift Dzire VDI,Kolkata,5963.21,2014,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,26.59,1248.0,74.0,,West Bengal,1033.14,1033.14,6,1,8.69336420567556,labeled_for_modeling
Honda City i DTec VX,Coimbatore,17981.62,2018,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,Tamil Nadu,2915.6,2915.6,2,1,9.797105404078074,labeled_for_modeling
Maruti Omni 8 Seater BSIV,Coimbatore,4767.51,2016,55137,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,14.0,796.0,35.0,,Tamil Nadu,2348.93,2348.93,4,1,8.46957943500777,labeled_for_modeling
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,22151.27,2014,93325,Diesel,Manual,Second,17.2 kmpl,1968 CC,138.1 bhp,5.0,,17.2,1968.0,138.1,,Rajasthan,1146.44,1146.44,6,2,10.005650110172732,labeled_for_modeling
Maruti Ertiga SHVS VDI,Ahmedabad,13336.75,2018,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7.0,,24.52,1248.0,88.5,,Gujarat,2961.86,2961.86,2,1,9.49827866160154,labeled_for_modeling
Hyundai Grand i10 CRDi Magna,Kochi,7726.12,2016,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,24.0,1120.0,70.0,,Kerala,2493.69,2493.69,4,1,8.952362075075579,labeled_for_modeling
Maruti Ciaz VDi Plus SHVS,Jaipur,13030.16,2017,38282,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,28.09,1248.0,88.5,,Rajasthan,1480.47,1480.47,3,1,9.475021949398833,labeled_for_modeling
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,23990.82,2014,64000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,19.27,2143.0,170.0,,Delhi,3708.14,3708.14,6,1,10.085426536158298,labeled_for_modeling
Fiat Avventura MULTIJET Emotion,Mumbai,8661.22,2015,32000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,20.5,1248.0,91.72,,Maharashtra,2202.22,2202.22,5,1,9.066610869232317,labeled_for_modeling
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,25293.84,2010,83000,Petrol,Automatic,First,10.93 kmpl,2497 CC,204 bhp,5.0,,10.93,2497.0,204.0,,Karnataka,3325.24,3325.24,10,1,10.138316166809098,labeled_for_modeling
Maruti Zen Estilo LXI Green (CNG),Ahmedabad,3065.92,2011,76000,CNG,Manual,First,26.3 kmpl,998 CC,67.1 bhp,5.0,,26.3,998.0,67.1,,Gujarat,1312.22,1312.22,9,1,8.028102966462509,labeled_for_modeling
Volkswagen Vento Petrol Highline,Pune,5978.54,2012,67200,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,15.04,1598.0,103.6,,Maharashtra,1681.38,1681.38,8,1,8.695931669978718,labeled_for_modeling
BMW 3 Series 320d Luxury Line,Jaipur,22227.92,2013,62655,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,18.88,1995.0,184.0,,Rajasthan,1042.2,1042.2,7,1,10.009104435329093,labeled_for_modeling
BMW 5 Series 2013-2017 530d M Sport,Bangalore,67450.24,2015,16900,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,,14.69,2993.0,258.0,,Karnataka,2221.62,2221.62,5,1,11.119145419820825,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Magna,Delhi,7664.8,2017,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,18.9,1197.0,81.86,654.0,Delhi,4774.84,4774.84,3,1,8.944393698336663,labeled_for_modeling
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,30275.96,2016,69000,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.56 Lakh,11.36,2755.0,171.5,2656.0,Telangana,2390.93,2390.93,4,1,10.318109277249693,labeled_for_modeling
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,17537.06,2017,30090,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,15.05 Lakh,19.6,1461.0,108.45,1505.0,Tamil Nadu,2629.14,2629.14,3,1,9.772071635001183,labeled_for_modeling
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2682.68,2011,120000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5.0,,18.0,1248.0,75.0,,Tamil Nadu,1396.68,1396.68,9,1,7.894571573837986,labeled_for_modeling
Maruti Swift VDI BSIV,Bangalore,8584.58,2013,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,17.8,1248.0,94.0,,Karnataka,1782.44,1782.44,7,1,9.057722849595518,labeled_for_modeling
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,46632.64,2016,35939,Petrol,Manual,First,12.3 kmpl,1796 CC,185 bhp,5.0,,12.3,1796.0,185.0,,Kerala,2493.69,2493.69,4,1,10.750056004112249,labeled_for_modeling
Mahindra XUV500 W8 4WD,Coimbatore,14670.43,2013,116694,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,15.1,2179.0,140.0,,Tamil Nadu,1754.4,1754.4,7,1,9.593589182227563,labeled_for_modeling
Mahindra Bolero ZLX,Mumbai,5365.36,2016,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7.0,11.01 Lakh,15.96,2523.0,62.1,1101.0,Maharashtra,2455.89,2455.89,4,1,8.587718754397931,labeled_for_modeling
Maruti Vitara Brezza ZDi,Coimbatore,16034.76,2018,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,24.3,1248.0,88.5,1100.0,Tamil Nadu,2915.6,2915.6,2,1,9.682514144756125,labeled_for_modeling
